开始记录数据...	开始记录数据...	程序停止
	t = 53.7 s, 稳定, fc = NaN Hz, Xf = 0.0742, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.025785, Y = 0.030755, Z = 0.084512	
	t = 53.8 s, 稳定, fc = NaN Hz, Xf = 0.0727, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.12868, Y = 0.10993, Z = -0.078499	
	t = 53.9 s, 稳定, fc = NaN Hz, Xf = 0.0740, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.0158, Y = 0.1307, Z = 0.015651	
	t = 54.0 s, 稳定, fc = NaN Hz, Xf = 0.0736, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.0049623, Y = 0.13521, Z = 0.051057	
	t = 54.1 s, 稳定, fc = NaN Hz, Xf = 0.0723, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.12613, Y = -0.032099, Z = -0.11232	
	t = 54.2 s, 稳定, fc = NaN Hz, Xf = 0.0733, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.10597, Y = -0.051893, Z = -0.025117	
	t = 54.3 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.054402, Y = 0.0038957, Z = 0.1134	
	t = 54.4 s, 稳定, fc = NaN Hz, Xf = 0.0728, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.06597, Y = 0.08703, Z = -0.058938	
	t = 54.5 s, 稳定, fc = NaN Hz, Xf = 0.0741, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.067066, Y = 0.078991, Z = 0.074275	
	t = 54.6 s, 稳定, fc = NaN Hz, Xf = 0.0736, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.030534, Y = 0.095252, Z = 0.052276	
	t = 54.7 s, 稳定, fc = NaN Hz, Xf = 0.0724, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.055619, Y = -0.013097, Z = -0.19623	
	t = 54.8 s, 稳定, fc = NaN Hz, Xf = 0.0740, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.047582, Y = -0.01133, Z = -0.012198	
	t = 54.9 s, 稳定, fc = NaN Hz, Xf = 0.0735, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.021523, Y = 0.0419, Z = 0.081709	
	t = 55.0 s, 稳定, fc = NaN Hz, Xf = 0.0736, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.040702, Y = 0.070708, Z = -0.054733	
	t = 55.1 s, 稳定, fc = NaN Hz, Xf = 0.0750, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.05294, Y = 0.066627, Z = 0.12674	
	t = 55.2 s, 稳定, fc = NaN Hz, Xf = 0.0733, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.085697, Y = 0.087761, Z = 0.064646	
	t = 55.3 s, 稳定, fc = NaN Hz, Xf = 0.0736, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.099761, Y = 0.011143, Z = -0.091662	
	t = 55.4 s, 稳定, fc = NaN Hz, Xf = 0.0745, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.018235, Y = -0.040077, Z = -0.028834	
	t = 55.5 s, 稳定, fc = NaN Hz, Xf = 0.0742, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.12174, Y = 0.10786, Z = 0.032897	
	t = 55.6 s, 稳定, fc = NaN Hz, Xf = 0.0741, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.046608, Y = 0.052619, Z = 0.010776	
	t = 55.7 s, 稳定, fc = NaN Hz, Xf = 0.0747, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.067918, Y = 0.091172, Z = 0.21803	
	t = 55.8 s, 稳定, fc = NaN Hz, Xf = 0.0720, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.22762, Y = 0.18801, Z = -0.0028132	
	t = 55.9 s, 稳定, fc = NaN Hz, Xf = 0.0742, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.22032, Y = -2.1587e-06, Z = -0.10866	
	t = 56.0 s, 稳定, fc = NaN Hz, Xf = 0.0759, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.026698, Y = -0.035753, Z = 0.094506	
	t = 56.1 s, 稳定, fc = NaN Hz, Xf = 0.0733, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.25246, Y = 0.060598, Z = 0.0066933	
	t = 56.2 s, 稳定, fc = NaN Hz, Xf = 0.0738, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.02682, Y = -0.0027429, Z = 0.17537	
	t = 56.3 s, 稳定, fc = NaN Hz, Xf = 0.0718, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.15736, Y = 0.1419, Z = 0.14472	
	t = 56.4 s, 稳定, fc = NaN Hz, Xf = 0.0737, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.11882, Y = 0.15317, Z = -0.066921	
	t = 56.5 s, 稳定, fc = NaN Hz, Xf = 0.0750, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.051357, Y = 0.0094989, Z = -0.1292	
	t = 56.6 s, 稳定, fc = NaN Hz, Xf = 0.0745, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.13666, Y = -0.025886, Z = 0.19487	
	t = 56.7 s, 稳定, fc = NaN Hz, Xf = 0.0722, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.15961, Y = 0.033191, Z = 0.051727	
	t = 56.8 s, 稳定, fc = NaN Hz, Xf = 0.0750, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.038693, Y = -0.091115, Z = 0.1769	
	t = 56.9 s, 稳定, fc = NaN Hz, Xf = 0.0732, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.0021007, Y = 0.13648, Z = 0.16221	
	t = 57.0 s, 稳定, fc = NaN Hz, Xf = 0.0725, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.040581, Y = 0.091963, Z = -0.12853	
	t = 57.1 s, 稳定, fc = NaN Hz, Xf = 0.0757, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.02061, Y = -0.029784, Z = -0.10306	
	t = 57.2 s, 稳定, fc = NaN Hz, Xf = 0.0741, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.13629, Y = -0.089471, Z = 0.21492	
	t = 57.3 s, 稳定, fc = NaN Hz, Xf = 0.0733, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.076625, Y = 0.06011, Z = -0.010187	
	t = 57.4 s, 稳定, fc = NaN Hz, Xf = 0.0749, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.0064842, Y = -0.022719, Z = 0.14381	
	t = 57.5 s, 稳定, fc = NaN Hz, Xf = 0.0735, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.043564, Y = 0.1444, Z = 0.14777	
	t = 57.6 s, 稳定, fc = NaN Hz, Xf = 0.0731, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.059638, Y = 0.048721, Z = -0.10428	
	t = 57.7 s, 稳定, fc = NaN Hz, Xf = 0.0745, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.096291, Y = 0.0567, Z = -0.095257	
	t = 57.8 s, 稳定, fc = NaN Hz, Xf = 0.0723, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.23925, Y = 0.01224, Z = 0.11206	
	t = 57.9 s, 稳定, fc = NaN Hz, Xf = 0.0732, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.071876, Y = -0.029541, Z = 0.050752	
	t = 58.0 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.016896, Y = 0.017538, Z = 0.15867	
	t = 58.1 s, 稳定, fc = NaN Hz, Xf = 0.0735, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.036684, Y = 0.20969, Z = 0.17519	
	t = 58.2 s, 稳定, fc = NaN Hz, Xf = 0.0739, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.073946, Y = 0.067236, Z = -0.09154	
	t = 58.3 s, 稳定, fc = NaN Hz, Xf = 0.0749, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.38556, Y = -0.044828, Z = 0.082318	
	t = 58.4 s, 稳定, fc = NaN Hz, Xf = 0.0728, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.23158, Y = -0.048847, Z = 0.13509	
	t = 58.5 s, 稳定, fc = NaN Hz, Xf = 0.0708, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.027734, Y = -0.10153, Z = 0.055932	
	t = 58.6 s, 稳定, fc = NaN Hz, Xf = 0.0742, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.069562, Y = 0.028318, Z = 0.12278	
	t = 58.7 s, 稳定, fc = NaN Hz, Xf = 0.0736, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.094769, Y = 0.1483, Z = 0.082684	
	t = 58.8 s, 稳定, fc = NaN Hz, Xf = 0.0753, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.022132, Y = 0.020888, Z = -0.087579	
	t = 58.9 s, 稳定, fc = NaN Hz, Xf = 0.0740, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.043868, Y = -0.013279, Z = 0.023269	
	t = 59.0 s, 稳定, fc = NaN Hz, Xf = 0.0738, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.28741, Y = -0.16249, Z = 0.14179	
	t = 59.1 s, 稳定, fc = NaN Hz, Xf = 0.0739, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.070963, Y = -0.1329, Z = 0.020587	
	t = 59.2 s, 稳定, fc = NaN Hz, Xf = 0.0746, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.058237, Y = 0.064435, Z = 0.049838	
	t = 59.3 s, 稳定, fc = NaN Hz, Xf = 0.0708, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.086488, Y = 0.070099, Z = 0.00035567	
	t = 59.4 s, 稳定, fc = NaN Hz, Xf = 0.0741, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.17082, Y = 0.13782, Z = -0.058633	
	t = 59.5 s, 稳定, fc = NaN Hz, Xf = 0.0750, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.022376, Y = -0.072478, Z = 0.061112	
	t = 59.6 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.064935, Y = -0.037885, Z = 0.06556	
	t = 59.7 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.060003, Y = -0.12193, Z = -0.095623	
	t = 59.8 s, 稳定, fc = NaN Hz, Xf = 0.0734, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.13124, Y = 0.029658, Z = 0.05709	
	t = 59.9 s, 稳定, fc = NaN Hz, Xf = 0.0747, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.10597, Y = 0.07223, Z = 0.044414	
	t = 60.0 s, 稳定, fc = NaN Hz, Xf = 0.0750, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.042833, Y = 0.067053, Z = -0.094526	
	t = 60.1 s, 稳定, fc = NaN Hz, Xf = 0.0736, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.015556, Y = -0.080457, Z = 0.01943	
	t = 60.2 s, 稳定, fc = NaN Hz, Xf = 0.0729, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.0015527, Y = -0.06992, Z = -0.0086024	
	t = 60.3 s, 稳定, fc = NaN Hz, Xf = 0.0732, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.016287, Y = -0.090506, Z = -0.12548	
	t = 60.4 s, 稳定, fc = NaN Hz, Xf = 0.0725, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.2152, Y = -0.020649, Z = 0.098163	
	t = 60.5 s, 稳定, fc = NaN Hz, Xf = 0.0740, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.06737, Y = 0.06413, Z = 0.066779	
	t = 60.6 s, 稳定, fc = NaN Hz, Xf = 0.0744, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.057263, Y = 0.022228, Z = -0.16363	
	t = 60.7 s, 稳定, fc = NaN Hz, Xf = 0.0742, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.0025266, Y = -0.041783, Z = 0.015225	
	t = 60.8 s, 稳定, fc = NaN Hz, Xf = 0.0739, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.094221, Y = 0.012727, Z = -0.12213	
	t = 60.9 s, 稳定, fc = NaN Hz, Xf = 0.0730, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.034674, Y = -0.08807, Z = -0.10702	
	t = 61.0 s, 稳定, fc = NaN Hz, Xf = 0.0731, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.075833, Y = -0.032038, Z = 0.14478	
	t = 61.1 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0064 s	
	采集数据: X = 0.0337, Y = 0.049513, Z = 0.071471	
	t = 61.2 s, 稳定, fc = NaN Hz, Xf = 0.0758, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.1025, Y = -0.029602, Z = -0.12012	
	t = 61.3 s, 稳定, fc = NaN Hz, Xf = 0.0731, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.058724, Y = 0.0046266, Z = 0.012239	
	t = 61.4 s, 稳定, fc = NaN Hz, Xf = 0.0734, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.069014, Y = 0.018086, Z = -0.1459	
	t = 61.5 s, 稳定, fc = NaN Hz, Xf = 0.0729, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.056471, Y = -0.075828, Z = -0.12548	
	t = 61.6 s, 稳定, fc = NaN Hz, Xf = 0.0733, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.014338, Y = -0.050431, Z = 0.14186	
	t = 61.7 s, 稳定, fc = NaN Hz, Xf = 0.0762, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.019088, Y = 0.10128, Z = 0.030947	
	t = 61.8 s, 稳定, fc = NaN Hz, Xf = 0.0739, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.20345, Y = -0.029967, Z = -0.10428	
	t = 61.9 s, 稳定, fc = NaN Hz, Xf = 0.0735, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.13465, Y = 0.030206, Z = 0.022964	
	t = 62.0 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.055619, Y = -0.017604, Z = -0.22097	
	t = 62.1 s, 稳定, fc = NaN Hz, Xf = 0.0725, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.16199, Y = -0.16956, Z = -0.10495	
	t = 62.2 s, 稳定, fc = NaN Hz, Xf = 0.0737, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.01513, Y = -0.0078588, Z = 0.10529	
	t = 62.3 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0064 s	
	采集数据: X = 0.11437, Y = 0.086665, Z = -0.10379	
	t = 62.4 s, 稳定, fc = NaN Hz, Xf = 0.0740, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.21618, Y = 0.024786, Z = -0.12341	
	t = 62.5 s, 稳定, fc = NaN Hz, Xf = 0.0756, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.026942, Y = 0.074423, Z = -0.10665	
	t = 62.6 s, 稳定, fc = NaN Hz, Xf = 0.0742, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.032483, Y = -0.066814, Z = -0.21878	
	t = 62.7 s, 稳定, fc = NaN Hz, Xf = 0.0724, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.18238, Y = -0.17212, Z = -0.0024475	
	t = 62.8 s, 稳定, fc = NaN Hz, Xf = 0.0732, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.028038, Y = 0.050548, Z = 0.13162	
	t = 62.9 s, 稳定, fc = NaN Hz, Xf = 0.0732, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.12899, Y = 0.06413, Z = -0.17015	
	t = 63.0 s, 稳定, fc = NaN Hz, Xf = 0.0721, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.20254, Y = 0.037637, Z = -0.10141	
	t = 63.1 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.0037443, Y = 0.1388, Z = -0.1359	
	t = 63.2 s, 稳定, fc = NaN Hz, Xf = 0.0737, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.0323, Y = -0.079909, Z = -0.13011	
	t = 63.3 s, 稳定, fc = NaN Hz, Xf = 0.0739, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.10122, Y = -0.088009, Z = 0.098406	
	t = 63.4 s, 稳定, fc = NaN Hz, Xf = 0.0755, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.019758, Y = 0.039525, Z = 0.087376	
	t = 63.5 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.16509, Y = 0.092938, Z = -0.13657	
	t = 63.6 s, 稳定, fc = NaN Hz, Xf = 0.0413, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.22038, Y = 0.06078, Z = -0.058816	
	t = 63.7 s, 稳定, fc = NaN Hz, Xf = 0.0409, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.011294, Y = 0.096714, Z = -0.019876	
	t = 63.8 s, 稳定, fc = NaN Hz, Xf = 0.0432, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.025664, Y = -0.10677, Z = -0.14047	
	t = 63.9 s, 稳定, fc = NaN Hz, Xf = 0.0725, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.084662, Y = -0.067728, Z = 0.036249	
	t = 64.0 s, 稳定, fc = NaN Hz, Xf = 0.0741, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.041433, Y = 0.030755, Z = 0.11699	
	t = 64.1 s, 稳定, fc = NaN Hz, Xf = 0.0749, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.14457, Y = 0.097262, Z = -0.10665	
	t = 64.2 s, 稳定, fc = NaN Hz, Xf = 0.0740, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.038693, Y = 0.12857, Z = 0.011203	
	t = 64.3 s, 稳定, fc = NaN Hz, Xf = 0.0745, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.033274, Y = 0.053533, Z = -0.088676	
	t = 64.4 s, 稳定, fc = NaN Hz, Xf = 0.0717, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.026333, Y = -0.13381, Z = -0.14163	
	t = 64.5 s, 稳定, fc = NaN Hz, Xf = 0.0740, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.084783, Y = -0.00012397, Z = 0.034603	
	t = 64.6 s, 稳定, fc = NaN Hz, Xf = 0.0749, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.044477, Y = 0.016137, Z = 0.11072	
	t = 64.7 s, 稳定, fc = NaN Hz, Xf = 0.0726, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.13958, Y = 0.082767, Z = -0.10172	
	t = 64.8 s, 稳定, fc = NaN Hz, Xf = 0.0736, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.046851, Y = 0.10603, Z = 0.026255	
	t = 64.9 s, 稳定, fc = NaN Hz, Xf = 0.0731, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.081618, Y = 0.048782, Z = -0.024995	
	t = 65.0 s, 稳定, fc = NaN Hz, Xf = 0.0729, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.083444, Y = -0.018273, Z = -0.069724	
	t = 65.1 s, 稳定, fc = NaN Hz, Xf = 0.0738, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.023471, Y = 0.017295, Z = 0.018333	
	t = 65.2 s, 稳定, fc = NaN Hz, Xf = 0.0744, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.012147, Y = 0.082462, Z = 0.0052917	
	t = 65.3 s, 稳定, fc = NaN Hz, Xf = 0.0723, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.085027, Y = 0.081061, Z = -0.089712	
	t = 65.4 s, 稳定, fc = NaN Hz, Xf = 0.0741, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.072424, Y = 0.11285, Z = 0.10883	
	t = 65.5 s, 稳定, fc = NaN Hz, Xf = 0.0730, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.11072, Y = 0.077346, Z = 0.027961	
	t = 65.6 s, 稳定, fc = NaN Hz, Xf = 0.0732, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.12046, Y = -0.036301, Z = -0.043642	
	t = 65.7 s, 稳定, fc = NaN Hz, Xf = 0.0747, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.021706, Y = -0.03892, Z = 0.0035245	
	t = 65.8 s, 稳定, fc = NaN Hz, Xf = 0.0736, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.04953, Y = 0.16809, Z = 0.0051089	
	t = 65.9 s, 稳定, fc = NaN Hz, Xf = 0.0736, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.058907, Y = 0.048173, Z = -0.046811	
	t = 66.0 s, 稳定, fc = NaN Hz, Xf = 0.0739, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.024811, Y = 0.12905, Z = 0.22364	
	t = 66.1 s, 稳定, fc = NaN Hz, Xf = 0.0716, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.22872, Y = 0.096714, Z = -0.029931	
	t = 66.2 s, 稳定, fc = NaN Hz, Xf = 0.0745, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.10938, Y = -0.027775, Z = -0.099767	
	t = 66.3 s, 稳定, fc = NaN Hz, Xf = 0.0752, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.010503, Y = -0.041722, Z = 0.11766	
	t = 66.4 s, 稳定, fc = NaN Hz, Xf = 0.0737, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.11036, Y = 0.08971, Z = 0.051057	
	t = 66.5 s, 稳定, fc = NaN Hz, Xf = 0.0746, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.056654, Y = 0.022289, Z = 0.1535	
	t = 66.6 s, 稳定, fc = NaN Hz, Xf = 0.0750, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.0017354, Y = 0.11413, Z = 0.16154	
	t = 66.7 s, 稳定, fc = NaN Hz, Xf = 0.0409, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.09416, Y = 0.10098, Z = -0.11531	
	t = 66.8 s, 稳定, fc = NaN Hz, Xf = 0.0431, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.077903, Y = -0.015106, Z = -0.086239	
	t = 66.9 s, 稳定, fc = NaN Hz, Xf = 0.0742, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.1218, Y = -0.0047527, Z = 0.16708	
	t = 67.0 s, 稳定, fc = NaN Hz, Xf = 0.0731, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.14439, Y = 0.047016, Z = 0.00078224	
	t = 67.1 s, 稳定, fc = NaN Hz, Xf = 0.0745, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.063108, Y = -0.032403, Z = 0.14277	
	t = 67.2 s, 稳定, fc = NaN Hz, Xf = 0.0723, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.023045, Y = 0.13192, Z = 0.1176	
	t = 67.3 s, 稳定, fc = NaN Hz, Xf = 0.0731, n_new = NaN rpm, pass = 0.0008 s	
	采集数据: X = -0.011051, Y = 0.056882, Z = -0.11195	
	t = 67.4 s, 稳定, fc = NaN Hz, Xf = 0.0736, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.016591, Y = -0.047995, Z = -0.059791	
	t = 67.5 s, 稳定, fc = NaN Hz, Xf = 0.0736, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.17015, Y = 0.049757, Z = 0.14045	
	t = 67.6 s, 稳定, fc = NaN Hz, Xf = 0.0726, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.13331, Y = -0.0035346, Z = 0.0046823	
	t = 67.7 s, 稳定, fc = NaN Hz, Xf = 0.0751, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.014156, Y = 0.0023122, Z = 0.20279	
	t = 67.8 s, 稳定, fc = NaN Hz, Xf = 0.0719, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.13057, Y = 0.22863, Z = 0.1471	
	t = 67.9 s, 稳定, fc = NaN Hz, Xf = 0.0746, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -9.1185e-05, Y = 0.02509, Z = -0.14249	
	t = 68.0 s, 稳定, fc = NaN Hz, Xf = 0.0737, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.052818, Y = -0.037641, Z = -0.051564	
	t = 68.1 s, 稳定, fc = NaN Hz, Xf = 0.0741, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.23639, Y = 0.035931, Z = 0.14173	
	t = 68.2 s, 稳定, fc = NaN Hz, Xf = 0.0741, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.0033184, Y = -0.090141, Z = 0.10675	
	t = 68.3 s, 稳定, fc = NaN Hz, Xf = 0.0737, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.023837, Y = 0.062607, Z = 0.18165	
	t = 68.4 s, 稳定, fc = NaN Hz, Xf = 0.0724, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.090263, Y = 0.16755, Z = -0.017317	
	t = 68.5 s, 稳定, fc = NaN Hz, Xf = 0.0737, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.044112, Y = -0.00012397, Z = -0.12634	
	t = 68.6 s, 稳定, fc = NaN Hz, Xf = 0.0740, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.080948, Y = -0.037946, Z = 0.10042	
	t = 68.7 s, 稳定, fc = NaN Hz, Xf = 0.0742, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.26628, Y = 0.0021295, Z = 0.11096	
	t = 68.8 s, 稳定, fc = NaN Hz, Xf = 0.0741, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.066213, Y = -0.12029, Z = 0.09603	
	t = 68.9 s, 稳定, fc = NaN Hz, Xf = 0.0724, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.053853, Y = 0.079173, Z = 0.14868	
